time_step,None_actual,None_pred
120,-0.780025839805603,
121,-0.8864157795906067,
122,-1.0572843551635742,
123,-1.1443307399749756,
124,-1.232988953590393,
125,-1.2555564641952515,
126,-1.2539445161819458,
127,-1.1636743545532227,
128,-0.8767439723014832,
129,-0.26258403062820435,
130,0.4192785620689392,
131,0.3805913031101227,
132,0.1468559056520462,
133,-0.14168640971183777,
134,-0.44473645091056824,
135,-0.4431245028972626,
136,-0.43345266580581665,
137,-0.4544082581996918,
138,-0.4270048141479492,
139,-0.39315345883369446,
140,-0.4544082581996918,
141,-0.5591862201690674,
142,-0.5753058791160583,
143,-0.697815477848053,
144,-0.7622942328453064,
145,-0.8719080686569214,
146,-1.0073133707046509,
147,-1.147554636001587,
148,-1.2249290943145752,
149,-1.2539445161819458,
150,-1.2507206201553345,
151,-1.1701221466064453,
152,-0.8751319646835327,
153,-0.21100105345249176,
154,0.3757553994655609,
155,0.5047128796577454,
156,0.40315887331962585,
157,-0.06592390686273575,
158,-0.3834816515445709,
159,-0.40443724393844604,
160,-0.385093629360199,
161,-0.2706438899040222,
162,-0.4237808585166931,
163,-0.4173330068588257,
164,-0.44796040654182434,
165,-0.4560202360153198,
166,-0.5898135900497437,
167,-0.6720240116119385,
168,-0.6897556185722351,
169,-0.8251609802246094,
170,-1.0040894746780396,
171,-1.1233750581741333,
172,-1.2200932502746582,
173,-1.245884656906128,
174,-1.2539445161819458,
175,-1.1652863025665283,
176,-0.873520016670227,
177,-0.29159948229789734,
178,0.3870391845703125,
179,0.4337862730026245,
180,0.3934870660305023,
181,0.27581337094306946,
182,-0.3077191412448883,
183,-0.41572102904319763,
184,-0.43022873997688293,
185,-0.4382885694503784,
186,-0.3947654366493225,
187,-0.4092731475830078,
188,-0.43022873997688293,
189,-0.46246811747550964,
190,-0.7768019437789917,
191,-0.8316088318824768,
192,-0.838056743144989,
193,-0.917043149471283,
194,-1.0524485111236572,
195,-1.1249871253967285,
196,-1.1894657611846924,
197,-1.2217051982879639,
198,-1.2426607608795166,
199,-1.166898250579834,
200,-0.9138192534446716,
201,-0.4463484287261963,
202,0.19521495699882507,
203,0.4096067547798157,
204,0.2661415636539459,
205,-0.34640640020370483,
206,-0.4124971032142639,
207,-0.3770337998867035,
208,-0.4060492217540741,
209,-0.3657500147819519,
210,-0.4576322138309479,
211,-0.5333946943283081,
212,-0.43990054726600647,
213,-0.5059912800788879,
214,-0.5736939311027527,
215,-0.6736359596252441,
216,-0.6720240116119385,
217,-0.6688000559806824,
218,-0.7558463215827942,
219,-0.9799099564552307,
220,-1.1137032508850098,
221,-1.1733461618423462,
222,-1.2104214429855347,
223,-1.218481183052063,
224,-1.1507785320281982,
225,-1.0314929485321045,
226,-0.873520016670227,
227,-0.6881436705589294,
228,-0.541454553604126,
229,-0.4721399247646332,
230,-0.40766119956970215,
231,-0.37864574790000916,
232,-0.36091411113739014,
233,-0.3738098442554474,
234,-0.386705607175827,
235,-0.40121331810951233,
236,-0.4141090512275696,
237,-0.4753638505935669,
238,-0.6188290119171143,
239,-0.7574583292007446,
240,-0.7896976470947266,
241,-0.623664915561676,
242,-0.7123231887817383,
243,-0.947670578956604,
244,-1.1056435108184814,
245,-1.1459426879882812,
246,-1.218481183052063,
247,-1.241048812866211,
248,-1.2120333909988403,
249,-1.1265990734100342,
250,-1.041164755821228,
251,-0.9057593941688538,
252,-0.713935136795044,
253,-0.5527383089065552,
254,-0.4463484287261963,
255,-0.43022873997688293,
256,-0.41088512539863586,
257,-0.42216891050338745,
258,-0.3802577257156372,
259,-0.402825266122818,
260,-0.4141090512275696,
261,-0.5221109390258789,
262,-0.623664915561676,
263,-0.6413965821266174,
264,-0.6768599152565002,
265,-0.8299968838691711,
266,-0.9799099564552307,
267,-1.107255458831787,
268,-1.2217051982879639,
269,-1.2539445161819458,
270,-1.2555564641952515,
271,-1.1733461618423462,
272,-0.8654601573944092,
273,-0.32383882999420166,
274,0.39671099185943604,
275,0.45151790976524353,
276,0.3370681703090668,
277,0.24357400834560394,
278,-0.3335106372833252,
279,-0.42539283633232117,
280,-0.43667662143707275,
281,-0.4415125250816345,
282,-0.40443724393844604,
283,-0.431840717792511,
284,-0.4286167621612549,
285,-0.5446785092353821,
286,-0.6607401967048645,
287,-0.8009814620018005,
288,-0.8171011209487915,
289,-0.8461165428161621,
290,-1.0089253187179565,
291,-1.1298229694366455,
292,-1.2297650575637817,
293,-1.2539445161819458,
294,-1.1540025472640991,
295,-1.1717342138290405,
296,-0.8896397352218628,
297,-0.21906089782714844,
298,0.4160546064376831,
299,0.4225024878978729,
300,0.3805913031101227,
301,0.20972266793251038,
302,-0.3947654366493225,
303,-0.41894495487213135,
304,-0.4431245028972626,
305,-0.43345266580581665,
306,-0.41894495487213135,
307,-0.3254508078098297,
308,-0.41088512539863586,
309,-0.4673040211200714,
310,-0.6091572046279907,
311,-0.7348907589912415,
312,-0.7510104179382324,
313,-0.7864737510681152,
314,-0.9283269643783569,
315,-1.134658932685852,
316,-1.2249290943145752,
317,-1.2523325681686401,
318,-1.245884656906128,
319,-1.1765700578689575,
320,-0.8896397352218628,
321,-0.2351805716753006,
322,0.4160546064376831,
323,0.4386221766471863,
324,0.37414345145225525,
325,0.12428835034370422,
326,-0.43990054726600647,
327,-0.4640800654888153,
328,-0.4689159691333771,
329,-0.4689159691333771,
330,-0.43990054726600647,
331,-0.4173330068588257,
332,-0.47375187277793884,
333,-0.4689159691333771,
334,-0.5479024052619934,
335,-0.6800838112831116,
336,-0.713935136795044,
337,-0.7961455583572388,
338,-0.9605663418769836,
339,-1.1233750581741333,
340,-1.2217051982879639,
341,-1.2442727088928223,
342,-1.2426607608795166,
343,-1.166898250579834,
344,-0.8896397352218628,
345,-0.3222268521785736,
346,0.4337862730026245,
347,0.4160546064376831,
348,0.3531878590583801,
349,0.27581337094306946,
350,-0.3544662296772003,
351,-0.4382885694503784,
352,-0.3996013402938843,
353,-0.3979893624782562,
354,-0.4173330068588257,
355,-0.40766119956970215,
356,-0.41572102904319763,
357,-0.4608561396598816,
358,-0.6010974049568176,
359,-0.6768599152565002,
360,-0.6881436705589294,
361,-0.7058753371238708,
362,-0.8896397352218628,
363,-1.0975836515426636,
364,-1.1878538131713867,
365,-1.2378249168395996,
366,-1.2362128496170044,
367,-1.1636743545532227,
368,-0.9057593941688538,
369,-0.4527963101863861,
370,0.008226635865867138,
371,0.3531878590583801,
372,0.31933650374412537,
373,-0.07559571415185928,
374,-0.3947654366493225,
375,-0.3738098442554474,
376,-0.386705607175827,
377,-0.39315345883369446,
378,-0.402825266122818,
379,-0.42216891050338745,
380,-0.4382885694503784,
381,-0.5188869833946228,
382,-0.5591862201690674,
383,-0.6317247748374939,
384,-0.6333367228507996,
385,-0.6220529675483704,
386,-0.7332788109779358,
387,-0.9847458600997925,
388,-1.115315318107605,
389,-1.1523905992507935,
390,-1.2120333909988403,
391,-1.2168692350387573,
392,-1.147554636001587,
393,-1.0250450372695923,
394,-0.8493404984474182,
395,-0.6591282486915588,
396,-0.5672460198402405,
397,-0.44957235455513,
398,-0.3721978962421417,
399,0.013062541373074055,
400,0.07592930644750595,
401,0.06625749170780182,
402,0.03240616247057915,
403,0.16297559440135956,
404,-0.1771497130393982,
405,-0.5801417827606201,
406,-0.6623522043228149,
407,-0.604321300983429,
408,-0.5156630873680115,
409,-0.5511263608932495,
410,-0.7477865219116211,
411,-0.9605663418769836,
412,-1.1040314435958862,
413,-1.1572264432907104,
414,-1.2152572870254517,
415,-1.2362128496170044,
416,-1.2071974277496338,
417,-1.1443307399749756,
418,-1.0298810005187988,
419,-0.917043149471283,
420,-0.6639641523361206,
421,-0.49954336881637573,
422,-0.4173330068588257,
423,-0.23679254949092865,
424,-0.3947654366493225,
425,-0.3996013402938843,
426,-0.402825266122818,
427,-0.43022873997688293,
428,-0.41894495487213135,
429,-0.5511263608932495,
430,-0.5769178867340088,
431,-0.541454553604126,
432,-0.5914255976676941,
433,-0.7171590924263,
434,-0.9025354385375977,
435,-1.0975836515426636,
436,-1.1878538131713867,
437,-1.2362128496170044,
438,-1.2474967241287231,
439,-1.1701221466064453,
440,-0.870296061038971,
441,-0.2351805716753006,
442,0.41444265842437744,
443,0.4676375985145569,
444,0.30160486698150635,
445,-0.07398374378681183,
446,-0.42216891050338745,
447,-0.4092731475830078,
448,-0.40766119956970215,
449,-0.43345266580581665,
450,-0.4173330068588257,
451,-0.4415125250816345,
452,-0.4350646436214447,
453,-0.514051079750061,
454,-0.6397846341133118,
455,-0.7477865219116211,
456,-0.7848617434501648,
457,-0.8751319646835327,
458,-1.0040894746780396,
459,-1.1411067247390747,
460,-1.2104214429855347,
461,-1.2394368648529053,
462,-1.2474967241287231,
463,-1.1685101985931396,
464,-0.8638482093811035,
465,-0.275479793548584,
466,0.4805333614349365,
467,0.39671099185943604,
468,0.34512799978256226,
469,0.07915323972702026,
470,-0.40121331810951233,
471,-0.4415125250816345,
472,-0.4270048141479492,
473,-0.4205569326877594,
474,-0.44957235455513,
475,-0.43667662143707275,
476,-0.4173330068588257,
477,-0.4270048141479492,
478,-0.5543503165245056,
479,-0.7074872851371765,
480,-0.7203830480575562,
481,-0.8332208395004272,
482,-1.0121493339538574,
483,-1.147554636001587,
484,-1.2120333909988403,
485,-1.2474967241287231,
486,-1.2491086721420288,
487,-1.1685101985931396,
488,-0.884803831577301,
489,-0.3044952154159546,
490,0.3902631103992462,
491,0.4370101988315582,
492,0.37091949582099915,
493,0.15330378711223602,
494,-0.4431245028972626,
495,-0.4205569326877594,
496,-0.3947654366493225,
497,-0.4060492217540741,
498,-0.4785877764225006,
499,-0.4608561396598816,
500,-0.4286167621612549,
501,-0.4930955171585083,
502,-0.5833657383918762,
503,-0.6768599152565002,
504,-0.7252189517021179,
505,-0.8042054176330566,
506,-0.9702381491661072,
507,-1.1233750581741333,
508,-1.2104214429855347,
509,-1.241048812866211,
510,-1.245884656906128,
511,-1.1652863025665283,
512,-0.8815798759460449,-0.9143437743186951
513,-0.3367345929145813,-0.4261828064918518
514,0.3838152587413788,0.06375324726104736
515,0.43217429518699646,0.2696684002876282
516,0.36769556999206543,0.17381137609481812
517,0.19199101626873016,-0.12086033821105957
518,-0.18682153522968292,-0.3622781038284302
519,-0.4060492217540741,-0.40754395723342896
520,-0.4463484287261963,-0.3986682891845703
521,-0.48503565788269043,-0.41553205251693726
522,-0.4673040211200714,-0.46701082587242126
523,-0.43667662143707275,-0.48298701643943787
524,-0.4463484287261963,-0.4084315299987793
525,-0.5076032280921936,-0.40576881170272827
526,-0.6172170639038086,-0.5499981641769409
527,-0.7026513814926147,-0.7235172390937805
528,-0.7042633295059204,-0.741268515586853
529,-0.8058173656463623,-0.7110912799835205
530,-0.9122072458267212,-0.7820965051651001
531,-1.08791184425354,-0.9817987680435181
532,-1.2007496356964111,-1.1042827367782593
533,-1.2362128496170044,-1.1575367450714111
534,-1.2474967241287231,-1.1610870361328125
535,-1.1685101985931396,-1.1362351179122925
536,-0.9138192534446716,-0.9054681062698364
537,-0.4608561396598816,-0.44482171535491943
538,0.10494473576545715,-0.04630482196807861
539,0.34835195541381836,0.1241077184677124
540,0.29838094115257263,0.06730353832244873
541,-0.18520955741405487,-0.17411425709724426
542,-0.4124971032142639,-0.3250003755092621
543,-0.49954336881637573,-0.3409765362739563
544,-0.33189868927001953,-0.2859475016593933
545,-0.402825266122818,-0.25932052731513977
546,-0.4141090512275696,-0.3196749687194824
547,-0.4576322138309479,-0.40931910276412964
548,-0.4689159691333771,-0.4244076907634735
549,-0.47697582840919495,-0.43860873579978943
550,-0.5946494936943054,-0.545560359954834
551,-0.7171590924263,-0.7244048118591309
552,-0.7010394334793091,-0.7634576559066772
553,-0.7300548553466797,-0.741268515586853
554,-0.8396686911582947,-0.7829841375350952
555,-0.9734620451927185,-0.8859416842460632
556,-1.1217631101608276,-1.0297272205352783
557,-1.1604503393173218,-1.1362351179122925
558,-1.2200932502746582,-1.2001397609710693
559,-1.218481183052063,-1.221441388130188
560,-1.147554636001587,-1.1078330278396606
561,-1.0105373859405518,-0.9107935428619385
562,-0.8412806391716003,-0.7261798977851868
563,-0.6446205377578735,-0.5821724534034729
564,-0.514051079750061,-0.4616854190826416
565,-0.41894495487213135,-0.3747040331363678
566,-0.386705607175827,-0.31612470746040344
567,-0.31739094853401184,-0.26464593410491943
568,-0.29482340812683105,-0.19896608591079712
569,-0.34318244457244873,-0.20429149270057678
570,-0.17392578721046448,-0.28239724040031433
571,0.04691387712955475,-0.3960056006908417
572,-0.0014451735187321901,-0.46523571014404297
573,-0.2996593117713928,-0.522927463054657
574,-0.5978734493255615,-0.620337724685669
575,-0.6478444337844849,-0.7643452286720276
576,-0.6430085301399231,-0.7767711281776428
577,-0.697815477848053,-0.7492566108703613
578,-0.7896976470947266,-0.7856467962265015
579,-0.9992535710334778,-0.9320950508117676
580,-1.107255458831787,-1.0403780937194824
581,-1.1588383913040161,-1.1220340728759766
582,-1.2217051982879639,-1.1894891262054443
583,-1.2265410423278809,-1.1752879619598389
584,-1.1975256204605103,-1.0936319828033447
585,-1.120151162147522,-0.9516215324401855
586,-1.026656985282898,-0.8078359365463257
587,-0.9122072458267212,-0.690677285194397
588,-0.7074872851371765,-0.5295841693878174
589,-0.5865896940231323,-0.40931910276412964
590,-0.41894495487213135,-0.3250003755092621
591,-0.36736199259757996,-0.3036988079547882
592,-0.3721978962421417,-0.3196749687194824
593,-0.3512423038482666,-0.3534024655818939
594,-0.38186970353126526,-0.40488123893737793
595,-0.3689739406108856,-0.4217450022697449
596,-0.4382885694503784,-0.4102066457271576
597,-0.5301707983016968,-0.4501470923423767
598,-0.63494873046875,-0.5768470764160156
599,-0.6446205377578735,-0.7008842825889587
600,-0.6736359596252441,-0.7350555658340454
601,-0.791309654712677,-0.7261798977851868
602,-0.9654022455215454,-0.8468887805938721
603,-1.1024194955825806,-1.036827802658081
604,-1.2071974277496338,-1.1326849460601807
605,-1.2539445161819458,-1.1504361629486084
606,-1.2523325681686401,-1.1610870361328125
607,-1.1652863025665283,-1.0829812288284302
