time_step,wind_actual,wind_pred
159,-0.6667464375495911,
160,-0.788654088973999,
161,-0.9005944132804871,
162,-0.8637921214103699,
163,-0.8837267160415649,
164,-0.9243625998497009,
165,-0.9488974213600159,
166,-1.0179017782211304,
167,-0.7257834672927856,
168,-0.7150494456291199,
169,-0.2895227372646332,
170,-0.28722259402275085,
171,-0.680547297000885,
172,-0.8821932673454285,
173,-0.684380829334259,
174,-0.5969753861427307,
175,-0.7901874780654907,
176,-0.840023934841156,
177,-0.9320297241210938,
178,-1.0424365997314453,
179,-0.8883270025253296,
180,-0.7426511645317078,
181,-0.7380508780479431,
182,-0.8392572402954102,
183,-0.9297295808792114,
184,-1.099940299987793,
185,-1.1398093700408936,
186,-1.1152745485305786,
187,-1.09687340259552,
188,-1.0961066484451294,
189,-1.1758450269699097,
190,-1.117574691772461,
191,-1.0677382946014404,
192,-1.2256814241409302,
193,-1.3023529052734375,
194,-1.0892062187194824,
195,-1.1927127838134766,
196,-1.1313755512237549,
197,-1.157443881034851,
198,-1.0271023511886597,
199,-0.9833996295928955,
200,-0.9289628863334656,
201,-0.7426511645317078,
202,-0.6713467240333557,
203,-0.7434179186820984,
204,-1.0140682458877563,
205,-1.1160413026809692,
206,-0.8867935538291931,
207,-0.9465972781181335,
208,-0.9343298673629761,
209,-1.1168079376220703,
210,-1.0232688188552856,
211,-1.1321423053741455,
212,-1.1382759809494019,
213,-1.0570042133331299,
214,-1.0079344511032104,
215,-0.6813139915466309,
216,0.5001934766769409,
217,0.5561636686325073,
218,-0.22741885483264923,
219,-0.6084761023521423,
220,-0.6721134185791016,
221,-0.6613793969154358,
222,-0.680547297000885,
223,-0.7104491591453552,
224,-0.2304857075214386,
225,-0.06947561353445053,
226,-0.20288397371768951,
227,-0.5509724617004395,
228,-0.3385924994945526,
229,-0.19675026834011078,
230,-0.2672880291938782,
231,-0.3140576183795929,
232,-0.464333713054657,
233,-0.8009214997291565,
234,-1.015601634979248,
235,-1.0623712539672852,
236,-1.0355361700057983,
237,-1.1014736890792847,
238,-1.1237083673477173,
239,-1.1168079376220703,
240,-1.0777055025100708,
241,-1.086139440536499,
242,-1.1152745485305786,
243,-1.093039870262146,
244,-1.1160413026809692,
245,-1.124475121498108,
246,-1.1152745485305786,
247,-1.1390427350997925,
248,-1.0455034971237183,
249,-1.1152745485305786,
250,-1.099940299987793,
251,-1.0585376024246216,
252,-1.033236026763916,
253,-0.8998277187347412,
254,-1.0853726863861084,
255,-1.0915063619613647,
256,-0.9810994863510132,
257,-0.9603981971740723,
258,-0.9534977674484253,
259,-0.9741990566253662,
260,-0.9266627430915833,
261,-0.7311504483222961,
262,-0.768719494342804,
263,-0.8170225024223328,
264,-0.8101220726966858,
265,-0.6698132753372192,
266,-0.6828474402427673,
267,-0.39149582386016846,
268,-0.1913832575082779,
269,-0.4512995779514313,
270,-0.35776036977767944,
271,-0.38382866978645325,
272,-0.35929378867149353,
273,-0.3999296724796295,
274,-0.7135159969329834,
275,-0.8637921214103699,
276,-0.8553582429885864,
277,-0.9458305835723877,
278,-1.0685049295425415,
279,-0.9795660376548767,
280,-0.9665318727493286,
281,-1.0163683891296387,
282,-0.9941335916519165,
283,-1.0807723999023438,
284,-1.076172113418579,
285,-0.9297295808792114,
286,-0.8530580997467041,
287,-0.8729926943778992,
288,-0.8821932673454285,
289,-0.921295702457428,
290,-0.8852601051330566,
291,-1.0079344511032104,
292,-1.0922731161117554,
293,-1.167411208152771,
294,-1.2141807079315186,
295,-1.2410157918930054,
296,-1.161277413368225,
297,-1.1996132135391235,
298,-1.2241480350494385,
299,-1.2256814241409302,
300,-1.2479162216186523,
301,-1.1835122108459473,
302,-1.1589772701263428,
303,-1.1191080808639526,
304,-1.1620441675186157,
305,-1.1367425918579102,
306,-1.1298421621322632,
307,-0.9772658944129944,
308,-0.8300566673278809,
309,-0.9036612510681152,
310,-0.8438575267791748,
311,-0.8492245078086853,
312,-0.9557979106903076,
313,-1.011768102645874,
314,-0.9933668971061707,
315,-0.8308233618736267,
316,-0.6107762455940247,
317,-0.572440505027771,
318,-0.5218373537063599,
319,-0.5632399320602417,
320,-0.531804621219635,
321,-0.38766223192214966,
322,-0.21821828186511993,
323,-0.2879893183708191,
324,-0.1545809507369995,
325,-0.0855766236782074,
326,-0.13081279397010803,
327,-0.07944290339946747,
328,-0.32095804810523987,
329,0.07006647437810898,
330,0.14980481564998627,
331,-0.14614708721637726,
332,-0.5555727481842041,
333,-0.4068301022052765,
334,-0.5609397888183594,
335,-0.8047550916671753,
336,-0.9335631728172302,
337,-0.7740864753723145,
338,-0.6215102672576904,
339,-0.7165828943252563,
340,-0.779453456401825,
341,-0.8898603916168213,
342,-0.9841663241386414,
343,-0.988766610622406,
344,-0.9182288646697998,
345,-0.8936939835548401,
346,-0.8407906889915466,
347,-0.8078219294548035,
348,-0.7894207835197449,
349,-0.6659796833992004,
350,-0.5333380699157715,
351,-0.558639645576477,
352,-0.47276759147644043,
353,-0.4535997211933136,
354,-0.6245771050453186,
355,-0.42676469683647156,
356,-0.504969596862793,
357,-0.5578728914260864,
358,-0.4720008671283722,
359,-0.41526398062705994,
360,-0.3845953941345215,
361,-0.48426830768585205,
362,-0.30562376976013184,
363,-0.13541308045387268,
364,-0.32785847783088684,
365,-0.5824077725410461,
366,-0.7679527401924133,
367,-0.7863539457321167,
368,-0.5747406482696533,
369,-0.5839412212371826,
370,-0.45743328332901,
371,-0.4121971130371094,
372,-0.23738615214824677,
373,-0.06104175001382828,
374,-0.02500615455210209,
375,-0.39456266164779663,
376,-0.684380829334259,
377,-0.60617595911026,
378,-0.3868955373764038,
379,-0.42293110489845276,
380,-0.6238104104995728,
381,-0.4121971130371094,
382,-0.10167763382196426,
383,0.14750467240810394,
384,0.2655787467956543,
385,0.00336229195818305,
386,-0.15534766018390656,
387,-0.0986107736825943,
388,-0.21668484807014465,
389,-0.3715612292289734,
390,-0.11471178382635117,
391,-0.13157950341701508,
392,-0.024239439517259598,
393,0.17203953862190247,
394,0.39515355229377747,
395,0.05166532099246979,
396,-0.3102240562438965,
397,-0.48043471574783325,
398,-0.5862413644790649,
399,-0.4221644103527069,
400,0.06776633113622665,
401,-0.320191353559494,
402,0.2249428629875183,
403,0.20577499270439148,
404,0.11606936156749725,
405,1.1419336795806885,
406,0.9464214444160461,
407,0.3897865414619446,
408,0.10916893184185028,
409,0.3253825008869171,
410,0.5185946226119995,
411,0.8513488173484802,
412,0.7440087795257568,
413,1.0936306715011597,
414,0.9931910634040833,
415,1.167235255241394,
416,1.010825514793396,
417,0.7072064280509949,
418,0.8505821228027344,
419,0.7271410226821899,
420,0.7271410226821899,
421,0.49482646584510803,
422,0.2525445818901062,
423,0.10993564128875732,
424,0.0593324713408947,
425,0.4480568468570709,
426,0.5323954820632935,
427,0.7340414524078369,
428,0.28091302514076233,
429,-0.37999507784843445,
430,-0.3991629481315613,
431,-0.6782471537590027,
432,-0.5609397888183594,
433,-0.5134034752845764,
434,-0.5977420806884766,
435,-0.8208560943603516,
436,-0.9519643187522888,
437,-1.0010340213775635,
438,-1.0623712539672852,
439,-1.018668532371521,
440,-1.0217353105545044,
441,-1.012534737586975,
442,-0.9949003458023071,
443,-1.012534737586975,
444,-0.9741990566253662,
445,-1.026335597038269,
446,-1.1191080808639526,
447,-1.1375092267990112,
448,-1.1704779863357544,
449,-1.157443881034851,
450,-1.1666444540023804,
451,-1.1628109216690063,
452,-1.1375092267990112,
453,-1.1651110649108887,
454,-1.1666444540023804,
455,-1.1835122108459473,
456,-1.1896458864212036,
457,-1.1275420188903809,
458,-1.1191080808639526,
459,-1.0677382946014404,
460,-1.0110013484954834,
461,-1.022502064704895,
462,-1.043203353881836,
463,-1.09687340259552,
464,-1.1313755512237549,
465,-1.1543769836425781,
466,-1.1497766971588135,
467,-1.1735448837280273,
468,-1.0746387243270874,
469,-1.018668532371521,
470,-0.9488974213600159,
471,-0.795554518699646,
472,-0.8177891969680786,
473,-0.5272043347358704,
474,-0.45053285360336304,
475,-0.15534766018390656,
476,-0.2941230237483978,
477,0.34071677923202515,
478,0.6159673929214478,
479,0.28704676032066345,
480,0.011029439978301525,
481,0.3644849359989166,
482,0.9655893445014954,
483,1.4348187446594238,
484,1.174135684967041,
485,1.2569409608840942,
486,0.9962579011917114,
487,1.2500405311584473,
488,1.7606725692749023,
489,1.4532198905944824,
490,1.5988956689834595,
491,1.5130236148834229,
492,0.9073190093040466,
493,1.2002040147781372,
494,0.9425879120826721,
495,0.47259172797203064,
496,0.5415960550308228,
497,0.9356874227523804,
498,1.2232054471969604,
499,1.5574930906295776,
500,1.5965955257415771,
501,1.2822425365447998,
502,1.0583617687225342,
503,0.9694228768348694,
504,0.8613161444664001,
505,0.862082839012146,
506,1.0330601930618286,
507,1.6778672933578491,
508,1.7744734287261963,
509,1.7162030935287476,
510,1.755305528640747,
511,1.9592516422271729,
512,1.5137903690338135,1.0422399044036865
513,1.0913305282592773,0.99666827917099
514,0.7754440903663635,0.9510967135429382
515,0.3008476197719574,0.8827394843101501
516,0.23107658326625824,0.7915964722633362
517,0.04706503450870514,0.7232391238212585
518,-0.1745155304670334,0.6207032799720764
519,-0.29488974809646606,0.5637388825416565
520,-0.6230436563491821,0.5409530997276306
521,-0.6659796833992004,0.5295601487159729
522,-0.32479164004325867,0.5067744851112366
523,-0.16148138046264648,0.43841713666915894
524,-0.4029965400695801,0.4213278293609619
525,-0.6268772482872009,0.364363431930542
526,-0.7978546619415283,0.30739903450012207
527,-0.8239229321479797,0.29030972719192505
528,-1.0317026376724243,0.26752394437789917
529,-1.1459431648254395,0.2618275284767151
530,-1.1206415891647339,0.21625596284866333
531,-1.1329089403152466,0.2219524383544922
532,-1.1727781295776367,0.2447381615638733
533,-1.1658776998519897,0.22764885425567627
534,-1.0884395837783813,0.25043463706970215
535,-1.043203353881836,0.23334532976150513
536,-1.0700384378433228,0.2077113389968872
537,-1.1030070781707764,0.16213983297348022
538,-1.1390427350997925,0.1678362488746643
539,-1.1298421621322632,0.11656826734542847
540,-1.1444096565246582,0.04251456260681152
541,-1.1290754079818726,-0.020146280527114868
542,-1.1934794187545776,-0.10274466872215271
543,-1.19577956199646,-0.10274466872215271
544,-1.3966588973999023,-0.09135177731513977
545,-1.3882249593734741,-0.09989643096923828
546,-1.3989590406417847,-0.09135177731513977
547,-1.4173601865768433,-0.09135177731513977
548,-1.4027925729751587,-0.07995888590812683
549,-1.3866915702819824,-0.10274466872215271
550,-1.1528435945510864,-0.11983397603034973
551,-0.7840538024902344,-0.08280712366104126
552,-1.0600711107254028,-0.09135177731513977
553,-0.8423240780830383,-0.03153917193412781
554,-0.5042029023170471,-0.03153917193412781
555,-0.17221538722515106,-0.05147668719291687
556,-0.694348156452179,-0.03723558783531189
557,-0.8354236483573914,-0.01729804277420044
558,-1.1183414459228516,-0.025842726230621338
559,-1.1766117811203003,-0.03153917193412781
560,-1.238715648651123,-0.04862847924232483
561,-1.2272149324417114,-0.07141423225402832
562,-1.1927127838134766,-0.10274466872215271
563,-1.0731052160263062,-0.13122686743736267
564,-1.0639046430587769,-0.21097701787948608
565,-1.0455034971237183,-0.26366910338401794
566,-1.0462702512741089,-0.28075841069221497
567,-1.0516371726989746,-0.31920939683914185
568,-1.0784722566604614,-0.3291781544685364
569,-1.1451764106750488,-0.31778526306152344
570,-1.0025675296783447,-0.2907271981239319
571,-0.7871206402778625,-0.285030722618103
572,-0.8423240780830383,-0.2935754060745239
573,-0.9534977674484253,-0.2764860987663269
574,-1.0056343078613281,-0.31208884716033936
575,-1.0662047863006592,-0.2836066484451294
576,-1.171244740486145,-0.3135129511356354
577,-1.2364155054092407,-0.3078165054321289
578,-1.2034467458724976,-0.28787896037101746
579,-1.1490100622177124,-0.2608208656311035
580,-1.168177843093872,-0.267941415309906
581,-1.2302817106246948,-0.27078962326049805
582,-1.14670991897583,-0.27078962326049805
583,-1.188112497329712,-0.2437315583229065
584,-1.0815391540527344,-0.2736378610134125
585,-1.1275420188903809,-0.27933430671691895
586,-1.100706934928894,-0.31066471338272095
587,-1.1321423053741455,-0.34341925382614136
588,-1.1405761241912842,-0.36620503664016724
589,-1.2003798484802246,-0.41604888439178467
590,-1.1980797052383423,-0.44737929105758667
591,-1.2103471755981445,-0.4899245798587799
592,-1.1559104919433594,-0.47710758447647095
593,-1.238715648651123,-0.46090832352638245
594,-1.2548166513442993,-0.4815579354763031
595,-1.2571167945861816,-0.4349183142185211
596,-1.323820948600769,-0.4751494228839874
597,-1.3422220945358276,-0.36478090286254883
598,-1.3820912837982178,-0.4039439260959625
599,-1.398192286491394,-0.37617379426956177
600,-1.3905251026153564,-0.38115817308425903
601,-1.3291879892349243,-0.3690532445907593
602,-1.3330215215682983,-0.39824748039245605
603,-1.337621808052063,-0.4103524088859558
604,-1.326887845993042,-0.3790220022201538
605,-1.3123202323913574,-0.32775405049324036
606,-1.3253544569015503,-0.3491156995296478
607,-1.3245877027511597,-0.34199514985084534
